Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Amount,Open,High,Low,Gross Margin,SG&A to Sales,Operating Margin,Pretax Margin,Net Margin,Free Cash Flow Margin,Capex To Sales,Return on Assets,Return on Equity ,Return on Common Equity,Return on Total Capital,Return on Invested Capital,Cash Flow Return on Invested Capital,Price/Sales,Price/Earnings,Price/Book Value,Price/Tangible Book Value,Price/Cash Flow,Price/Free Cash Flow,Dividend Yield (%),Enterprise Value/EBIT,Enterprise Value/EBITDA,Enterprise Value/Sales,Total Debt/Enterprise Value,Sales per Share,EBIT (Operating Income) per Share,EPS (recurring),EPS (basic),EPS (diluted),Dividends per Share,Dividend Payout Ratio (%),Book Value per Share_x,Tangible Book Value per Share_x,Cash Flow per Share,Free Cash Flow per Share,Diluted Shares Outstanding  (M),Basic Shares Outstanding  (M),Total Shares Outstanding  (M),Cash & ST Investments,Receivables,Inventories_x,Current Assets,Fixed Assets,Total Assets_x,Accrued Payroll,Accumulated Depreciation,Additional Paid-In Capital/Capital Surplus,Book Value per Share_y,Capital and Operating Lease Obligations,Cash & Short-Term Investments,Cash Only,Common Equity,Common Stock Par/Carry Value,Deferred Income,Deferred Tax Liabilities,Intangible Assets,Inventories_y,Long-Term Debt,Long-Term Debt excl Lease Obligations,Miscellaneous Current Assets,Miscellaneous Current Liabilities,"Net Property, Plant & Equipment",Other Appropriated Reserves,Other Assets,Other Current Assets,Other Current Liabilities,Other Liabilities,Other Liabilities (excl. Deferred Income),Other Long-Term Investments,"Property, Plant & Equipment - Gross",Provision for Risks & Charges,Retained Earnings,Short-Term Receivables,Tangible Book Value per Share_y,Total Assets_y,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Shareholders' Equity,Total Long-Term Investments ,Total Shareholders' Equity,Total Short Term Investments,Treasury Stock,Unrealized Gain/Loss Marketable Securities
11/05/2020,14.160001,319028300,0.3657505,2.651470625,2.651467656,38.91,4517441047,14.1625,14.339,13.991,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
11/04/2020,13.7942505,410229200,0.7747495,5.950685053,5.950687027,38.83,5658804347,13.389251,13.827499,13.336875,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
11/03/2020,13.019501,272901100,0.438751,3.487478886,3.487472164,38.75,3553036144,12.7085,13.1050005,12.60275,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
11/02/2020,12.58075,299652630,0.046751,0.372993488,0.37299888,38.67,3769854825,12.65775,12.836658,12.3949995,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/30/2020,12.533999,417396000,-0.490002,-3.76230008,-3.762299088,38.59,5231641047,12.85,12.936376,12.3,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/29/2020,13.024001,320081800,0.397001,3.144064307,3.144072093,38.51,4168745683,12.8385,13.192751,12.75,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/28/2020,12.627,376518100,-0.76975,-5.745796555,-5.745806065,38.43,4754294049,13.198,13.260001,12.609,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/27/2020,13.39675,250519690,0.255499,1.944251731,1.944257891,38.35,3356149657,13.306,13.442,13.1915,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/26/2020,13.141251,336894300,-0.448999,-3.303831791,-3.303834207,38.27,4427212557,13.427001,13.692792,13.0385,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/23/2020,13.59025,233484270,0.22925,1.715814685,1.715810117,38.19,3173109600,13.45,13.593249,13.291251,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/22/2020,13.361,290479440,-0.16375,-1.210743267,-1.210735922,38.11,3881095798,13.522501,13.61175,13.2317505,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/21/2020,13.52475,219597310,-0.12075,-0.884907112,-0.884911918,38.03,2969998718,13.625,13.791499,13.477503,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/20/2020,13.6455,229212030,0.147751,1.094634372,1.094639802,37.95,3127712755,13.583501,13.79975,13.507003,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/19/2020,13.497749,298068530,-0.313752,-2.271671993,-2.271670177,37.87,4023254203,13.902875,13.983498,13.406751,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/16/2020,13.811501,242639600,-0.158499,-1.134566929,-1.134576308,37.79,3351217078,14.03675,14.1215,13.7925005,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/15/2020,13.97,267225130,-0.12525,-0.888597222,-0.888594889,37.71,3733135066,13.810676,14.00575,13.767751,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/14/2020,14.09525,276647100,-0.153,-1.073816083,-1.073818929,37.63,3899410036,14.2905,14.342751,13.960001,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/13/2020,14.24825,344603100,0.02225,0.156403768,0.156409642,37.55,4909991120,14.2965,14.348497,14.018625,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/12/2020,14.226,434744000,0.463249,3.365962227,3.365962526,37.47,6184668144,13.989501,14.347,13.9125,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/09/2020,13.762751,346890900,-0.075999,-0.549175323,-0.549173643,37.39,4774173081,13.767,13.824249,13.66075,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/08/2020,13.83875,378900880,-0.12525,-0.896949298,-0.896947008,37.31,5243514553,14.075,14.0845,13.758,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/07/2020,13.964,418085200,0.227499,1.656164113,1.656155655,37.23,5838141733,13.99975,14.11925,13.8635,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/06/2020,13.736501,784419940,0.094,0.689023222,0.689029162,37.15,10775185290,13.830001,14.142,13.665,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/05/2020,13.642501,479818400,0.580251,4.442197937,4.442192857,37.07,6545923002,13.236,13.644251,13.222765,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/02/2020,13.06225,552496000,-0.552251,-4.056344041,-4.056339616,36.99,7216840876,13.225,13.519501,13.051,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
10/01/2020,13.614501,525002400,0.084002,0.620834457,0.620833642,36.91,7147645700,13.758,13.762738,13.460753,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
09/30/2020,13.530499,689184000,0.304748,2.304201856,2.304199742,36.83,9325003423,13.1575,13.6225,13.15025,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
09/29/2020,13.225751,623004800,0.19075,1.463367744,1.463368299,36.75,8239706357,12.9375,13.442751,12.93325,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
09/28/2020,13.035001,573809200,0.16125,1.252548694,1.252546894,36.67,7479603496,13.04025,13.05175,12.75,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
09/25/2020,12.873751,588016400,0.52575,4.257774194,4.2577805,36.59,7569976718,12.4475,12.883501,12.245749,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
09/24/2020,12.348001,731240400,0.22425,1.849675072,1.84967466,36.51,9029357190,12.07225,12.5695,12.014,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
09/23/2020,12.123751,647012440,-0.514,-4.067179358,-4.067174078,36.43,7844217716,12.5755,12.727,12.07925,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
09/22/2020,12.637751,646451940,0.120501,0.962679502,0.962667007,36.35,8169698651,12.575,12.647998,12.15555,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
09/21/2020,12.51725,721042400,0.328,2.690895666,2.690899318,36.27,9025467981,11.925,12.5225,11.9045,62.126763,35.647554,26.479209,27.202784,25.609086,39.128045,4.478842,18.27033,25.953773,25.953773,22.088093,21.436786,36.502338,14.178113,55.366932,12.560929,13.287142,32.513472,36.235169,0.255509,47.195144,41.699621,12.496901,0.019371,0.441667,0.11695,0.114381,0.1148,0.1131,0.016,14.146773,0.49853,0.471283,0.192597,0.172816,24720,24360,24480,1.191986,7.087309,3.238058,0.900565,5.908009,0.713432,185,1011,7045,0.49853,561,10897,10896,12204,1,60,29,667,979,2552,1991,157,760,2292,1,118,157,945,724,664,0,3303,22,14971,1657,0.471283,17315,13690,1784,12204,5111,17315,0,12204,1,-9814,0
